plant_key,period,period_as_date,market,reference_market,part_of_world,market_code,company_code,factory,warranty_category,service_type,pnc_sku,sell_out_date,failure_date,ttfi,qty_serv,product_line,product_group,product_subgroup,order_nr,warranty_key,product_unit_key
ZS,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925561053,2022-06-01,2023-03-06,9,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,409976960000,G,ZS-925561053-214-30
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925505063,2023-02-28,2023-03-23,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008201789000,G,ZS-925505063-306-00072
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925560024,2022-07-19,2023-02-27,7,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007950684000,G,ZS-925560024-214-00296
ZS,202303,2023-03-01,Luxembourg,Reference Markets Only,Europe,LXD,LXD,Electrolux Plants,First year warranty,Service call,923586024,2022-10-21,2023-01-17,3,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000400504084000,G,ZS-923586024-143-00118
HUC,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,933033938,2023-02-14,2023-03-17,1,1,Food Preservation,Built-in Food Preservation,Built-in Under Counter Refrigerator,000406047602000,G,HUC-933033938-251-10009
HUY,202303,2023-03-01,Norway,Reference Markets Only,Europe,EHN,NO1,Electrolux Plants,First year warranty,Service call,925054570,2022-07-18,2023-02-21,7,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,000008131098000,G,HUY-925054570-203-20106
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925503180,2022-03-29,2023-02-22,11,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007927794000,G,ZS-925503180-205-00734
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925515024,2022-08-30,2023-03-07,7,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007994397000,G,ZS-925515024-204-00560
THF,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925060625,2023-03-01,2023-03-02,0,1,Food Preservation,Freestanding Multidoor,Freestanding Multidoor 4 Door CD,000007972395000,G,THF-925060625-229-76820
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925503174,2022-03-31,2023-03-14,12,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008124819000,G,ZS-925503174-135-00018
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925516108,2023-02-24,2023-03-08,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000E83645528001,G,ZS-925516108-206-00025
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925632800,2022-08-18,2023-03-07,7,1,Food Preservation,Built-in Food Preservation,Built-in Top Freezer,000008104353000,G,ZS-925632800-217-00066
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925505063,2022-04-28,2023-02-27,10,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007981826000,G,ZS-925505063-204-00214
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925503166,2023-02-07,2023-02-27,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007950258000,G,ZS-925503166-236-00135
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925503312,2022-11-26,2023-03-24,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008193455000,G,ZS-925503312-242-51577
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925542794,2022-04-07,2023-03-14,11,1,Food Preservation,Built-in Food Preservation,Built-in Top Freezer,000008141870000,G,ZS-925542794-105-00065
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925975000,2022-12-28,2023-03-07,3,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007996313000,G,ZS-925975000-207-52227
ZS,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,925511041,2022-07-13,2023-02-08,7,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000406040839000,G,ZS-925511041-212-00192
ZS,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,925516115,2023-03-15,2023-03-20,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000406049302000,G,ZS-925516115-303-00063
ZS,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,923587022,2022-11-30,2023-03-01,4,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000406038210000,G,ZS-923587022-235-00045
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052574,2022-07-10,2023-03-21,8,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,409981299000,G,HUY-925052574-212-30062
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052631,2023-03-14,2023-03-23,0,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,409981728000,G,HUY-925052631-303-10088
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925053339,2023-02-14,2023-03-20,1,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,409979904000,G,HUY-925053339-301-40016
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925515024,2022-08-05,2023-02-28,6,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007956834000,G,ZS-925515024-223-00371
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,922782037,2022-10-13,2023-02-16,4,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000007892000000,G,ZS-922782037-235-00053
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925503180,2022-11-23,2023-02-20,3,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007911667000,G,ZS-925503180-236-00504
ZS,202303,2023-03-01,Finland,Reference Markets Only,Europe,FIX,FI1,Electrolux Plants,First year warranty,Service call,925503159,2023-01-02,2023-03-17,2,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008181160000,G,ZS-925503159-234-00557
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,923587021,2022-08-31,2023-02-28,6,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000101787642001,G,ZS-923587021-223-00279
ZS,202303,2023-03-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,925503170,2023-03-07,2023-03-20,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000408270728000,G,ZS-925503170-248-00004
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925503165,2022-08-23,2023-02-28,6,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007973016000,G,ZS-925503165-220-00298
HUC,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,933033146,2023-02-24,2023-03-08,1,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000008007912000,G,HUC-933033146-145-20024
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925501312,2023-02-23,2023-03-14,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008138791000,G,ZS-925501312-211-50693
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925505070,2022-11-15,2023-03-20,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008213894000,G,ZS-925505070-204-00102
ZS,202303,2023-03-01,Luxembourg,Reference Markets Only,Europe,LXD,LXD,Electrolux Plants,First year warranty,Service call,925505068,2022-11-03,2023-03-06,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000400505685000,G,ZS-925505068-250-00070
ZS,202303,2023-03-01,Luxembourg,Reference Markets Only,Europe,LXD,LXD,Electrolux Plants,First year warranty,Service call,923581069,2022-12-27,2023-02-26,2,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000400505406000,G,ZS-923581069-236-00145
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052426,2023-02-28,2023-03-02,1,1,Food Preservation,Freestanding Refrigerator,Freestanding Upright Refrigerator,409977110000,G,HUY-925052426-250-30019
ZS,202303,2023-03-01,Norway,Reference Markets Only,Europe,EHN,NO1,Electrolux Plants,First year warranty,Service call,922782034,2022-08-29,2023-03-20,7,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000008152867000,G,ZS-922782034-230-00180
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925504018,2022-08-31,2023-01-09,5,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007674905000,G,ZS-925504018-008-00055
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925503184,2022-10-13,2023-01-17,3,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000U23618741001,G,ZS-925503184-243-00057
HUC,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,933033049,2023-01-25,2023-03-23,2,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000U63654170001,G,HUC-933033049-234-10043
HUC,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,933033164,2023-02-08,2023-03-06,1,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000HH3644361001,G,HUC-933033164-238-40025
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925514022,2022-08-17,2023-03-03,7,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000E13643300001,G,ZS-925514022-231-00069
ZS,202303,2023-03-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,925503171,2022-05-25,2023-03-22,10,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000408271611000,G,ZS-925503171-214-00549
ZS,202303,2023-03-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,925561053,2022-10-26,2023-02-20,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000408257811000,G,ZS-925561053-235-00791
HUC,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,933033167,2023-02-27,2023-03-07,1,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000FM3645066001,G,HUC-933033167-302-40415
ZS,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,925561050,2023-03-01,2023-03-28,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000406053999000,G,ZS-925561050-241-00017
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,922782018,2022-09-09,2023-03-22,6,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000008183426000,G,ZS-922782018-719-00017
ZS,202303,2023-03-01,Poland,Reference Markets Only,Europe,PLM,PL1,Electrolux Plants,First year warranty,Service call,925505061,2022-10-06,2023-02-27,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007951077000,G,ZS-925505061-227-00060
HUC,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,933034931,2022-09-01,2023-03-08,6,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000406041943000,G,HUC-933034931-235-60095
ZS,202303,2023-03-01,Spain,Reference Markets Only,Europe,SPA,ES1,Electrolux Plants,First year warranty,Service call,925501322,2023-03-03,2023-03-30,0,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008287705000,G,ZS-925501322-212-50601
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925041482,2022-03-04,2023-01-16,10,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,409975798000,G,HUY-925041482-210-30094
ZS,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,925505073,2022-10-10,2023-02-23,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000406034335000,G,ZS-925505073-213-00677
HUY,202303,2023-03-01,Norway,Reference Markets Only,Europe,EHN,NO1,Electrolux Plants,First year warranty,Service call,925052185,2023-02-01,2023-03-13,1,1,Food Preservation,Freestanding Refrigerator,Freestanding Upright Refrigerator,000008114262000,G,HUY-925052185-236-40002
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,925515022,2022-07-21,2023-03-02,8,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007970592000,G,ZS-925515022-128-00016
HUY,202303,2023-03-01,Finland,Reference Markets Only,Europe,FIX,FI1,Electrolux Plants,First year warranty,Service call,925054570,2022-12-31,2023-03-01,3,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,000007961479000,G,HUY-925054570-110-40470
ZS,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925503170,2022-05-17,2023-03-13,10,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000BB3648409001,G,ZS-925503170-203-00627
ZS,202303,2023-03-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,925503177,2022-12-01,2023-03-09,3,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000408266283000,G,ZS-925503177-242-00122
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925561302,2022-10-21,2023-02-05,4,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007814402000,G,ZS-925561302-220-50419
ZS,202303,2023-03-01,Lithuania,Reference Markets Only,Europe,LIM,LIN,Electrolux Plants,First year warranty,Service call,925561307,2022-12-28,2023-03-13,3,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000000142723000,G,ZS-925561307-216-51041
ZS,202303,2023-03-01,Switzerland,Reference Markets Only,Europe,SCH,SCH,Electrolux Plants,First year warranty,Service call,925503202,2022-11-30,2023-01-31,2,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000406046184000,G,ZS-925503202-231-00180
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052581,2022-10-25,2023-03-07,5,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,409978873000,G,HUY-925052581-236-40034
ZS,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,923586024,2022-10-04,2022-12-18,2,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,409977500000,G,ZS-923586024-231-149
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925054579,2022-11-14,2023-03-22,4,1,Food Preservation,Freestanding Bottom Freezer,Small Bottom Freezer,409981379000,G,HUY-925054579-241-50098
HUC,202303,2023-03-01,Denmark,Reference Markets Only,Europe,DKH,DKH,Electrolux Plants,First year warranty,Service call,933013450,2022-12-14,2023-03-07,3,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,405143423000,G,HUC-933013450-247-40023
ZS,202303,2023-03-01,United Kingdom,Reference Markets Only,Europe,ENG,GB1,Electrolux Plants,First year warranty,Service call,922782037,2022-06-18,2022-11-10,5,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000007344244000,G,ZS-922782037-211-00264
THF,202303,2023-03-01,Germany,Reference Markets Only,Europe,GER,DGQ,Electrolux Plants,First year warranty,Service call,925060624,2022-12-06,2023-02-28,2,1,Food Preservation,Freestanding Multidoor,Freestanding Multidoor 4 Door CD,000FM3641419001,G,THF-925060624-152-77167
ZS,202303,2023-03-01,Netherlands,Reference Markets Only,Europe,HOL,HOL,Electrolux Plants,First year warranty,Service call,923584051,2023-02-09,2023-03-21,1,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000408271190000,G,ZS-923584051-246-00024
ZS,202303,2023-03-01,Italy,Reference Markets Only,Europe,ITA,IT1,Electrolux Plants,First year warranty,Service call,925561028,2022-06-16,2023-01-26,7,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000007779347000,G,ZS-925561028-207-00136
ZS,202303,2023-03-01,Belgium,Reference Markets Only,Europe,BEN,BE1,Electrolux Plants,First year warranty,Service call,925505055,2023-02-21,2023-03-11,1,1,Food Preservation,Built-in Food Preservation,Built-in Bottom Freezer,000008110009000,G,ZS-925505055-303-00063
ZS,202303,2023-03-01,Austria,Reference Markets Only,Europe,OSJ,OSJ,Electrolux Plants,First year warranty,Service call,923586024,2022-12-24,2023-02-20,2,1,Food Preservation,Built-in Food Preservation,Built-in Upright Refrigerator,000407616264000,G,ZS-923586024-236-00122
HUY,202303,2023-03-01,Sweden,Reference Markets Only,Europe,SWE,SR ,Electrolux Plants,First year warranty,Service call,925052647,2023-02-02,2023-03-16,1,1,Food Preservation,Freestanding Freezer,Freestanding Upright Freezer,400422722000,G,HUY-925052647-223-30038
ZS,202303,2023-03-01,Belgium,Reference Markets Only,Europe,BEN,BE1,Electrolux Plants,First year warranty,Service call,922782038,2023-01-02,2023-03-08,2,1,Food Preservation,Built-in Food Preservation,Built-in Upright Freezer,000008000102000,G,ZS-922782038-243-00029
